title,name,slug,iframeSrc
"Pflugerville Acres, Pflugerville, TX",Pflugerville Acres,pflugerville-acres,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pflugerville+Acres,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Pflugerville+Acres,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pflugerville Estates, Pflugerville, TX",Pflugerville Estates,pflugerville-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pflugerville+Estates,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Pflugerville+Estates,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pflugerville, TX",Pflugerville,pflugerville,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pheasant Run, Austin, TX",Pheasant Run,pheasant-run,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pheasant+Run,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Pheasant+Run,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Phillips Ranch on Lake Austin, Austin, TX",Phillips Ranch on Lake Austin,phillips-ranch-on-lake-austin,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Phillips+Ranch+on+Lake+Austin,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Phillips+Ranch+on+Lake+Austin,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Picadilly Ridge, Pflugerville, TX",Picadilly Ridge,picadilly-ridge,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Picadilly+Ridge,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Picadilly+Ridge,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pioneer Crossing, Round Rock, TX",Pioneer Crossing,pioneer-crossing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pioneer+Crossing,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Pioneer+Crossing,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pioneer Crossing, Austin, TX",Pioneer Crossing,pioneer-crossing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pioneer+Crossing,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Pioneer+Crossing,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pioneer Hill, Austin, TX",Pioneer Hill,pioneer-hill,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pioneer+Hill,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Pioneer+Hill,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Plain View Estates, Manor, TX",Plain View Estates,plain-view-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Plain+View+Estates,+Manor,+TX &aq=&ie=UTF8&hq=&hnear=Plain+View+Estates,+Manor,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Plantation, Round Rock, TX",Plantation,plantation,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Plantation,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Plantation,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Plaza De Las Lomas, Austin, TX",Plaza De Las Lomas,plaza-de-las-lomas,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Plaza+De+Las+Lomas,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Plaza+De+Las+Lomas,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Pleasant Valley, Austin, TX",Pleasant Valley,pleasant-valley,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Pleasant+Valley,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Pleasant+Valley,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Point West of Westover Hills, Austin, TX",Point West of Westover Hills,point-west-of-westover-hills,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Point+West+of+Westover+Hills,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Point+West+of+Westover+Hills,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Preserve at Dyer Creek, Round Rock, TX",Preserve at Dyer Creek,preserve-at-dyer-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Preserve+at+Dyer+Creek,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Preserve+at+Dyer+Creek,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Preserve at Stone Oak, Round Rock, TX",Preserve at Stone Oak,preserve-at-stone-oak,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Preserve+at+Stone+Oak,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Preserve+at+Stone+Oak,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Presidential Meadows, Manor, TX",Presidential Meadows,presidential-meadows,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Presidential+Meadows,+Manor,+TX &aq=&ie=UTF8&hq=&hnear=Presidential+Meadows,+Manor,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Prominent Point, Austin, TX",Prominent Point,prominent-point,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Prominent+Point,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Prominent+Point,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Quail Hollow, Austin, TX",Quail Hollow,quail-hollow,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Quail+Hollow,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Quail+Hollow,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Quail Meadow, Georgetown, TX",Quail Meadow,quail-meadow,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Quail+Meadow,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Quail+Meadow,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Quail Valley, Georgetown, TX",Quail Valley,quail-valley,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Quail+Valley,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Quail+Valley,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Quarry, Austin, TX",Quarry,quarry,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Quarry,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Quarry,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Quest Village, Cedar Park, TX",Quest Village,quest-village,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Quest+Village,+Cedar+Park,+TX &aq=&ie=UTF8&hq=&hnear=Quest+Village,+Cedar+Park,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rainbow Crossing, Round Rock, TX",Rainbow Crossing,rainbow-crossing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rainbow+Crossing,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Rainbow+Crossing,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Raintree Estates, Austin, TX",Raintree Estates,raintree-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Raintree+Estates,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Raintree+Estates,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ranch at Brushy Creek, Cedar Park, TX",Ranch at Brushy Creek,ranch-at-brushy-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ranch+at+Brushy+Creek,+Cedar+Park,+TX &aq=&ie=UTF8&hq=&hnear=Ranch+at+Brushy+Creek,+Cedar+Park,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ranch at Cypress Creek, Cedar Park, TX",Ranch at Cypress Creek,ranch-at-cypress-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ranch+at+Cypress+Creek,+Cedar+Park,+TX &aq=&ie=UTF8&hq=&hnear=Ranch+at+Cypress+Creek,+Cedar+Park,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ranch at Deer Creek, Cedar Park, TX",Ranch at Deer Creek,ranch-at-deer-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ranch+at+Deer+Creek,+Cedar+Park,+TX &aq=&ie=UTF8&hq=&hnear=Ranch+at+Deer+Creek,+Cedar+Park,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rancho Alto, Austin, TX",Rancho Alto,rancho-alto,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rancho+Alto,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Rancho+Alto,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rancho Siena, Georgetown, TX",Rancho Siena,rancho-siena,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rancho+Siena,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Rancho+Siena,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Reata East, Georgetown, TX",Reata East,reata-east,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Reata+East,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Reata+East,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Reata Trails, Georgetown, TX",Reata Trails,reata-trails,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Reata+Trails,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Reata+Trails,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Red Oaks, Cedar Park, TX",Red Oaks,red-oaks,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Red+Oaks,+Cedar+Park,+TX &aq=&ie=UTF8&hq=&hnear=Red+Oaks,+Cedar+Park,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Red River, Austin, TX",Red River,red-river,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Red+River,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Red+River,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Remington Heights, Round Rock, TX",Remington Heights,remington-heights,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Remington+Heights,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Remington+Heights,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Reserve at Berry Creek, Georgetown, TX",Reserve at Berry Creek,reserve-at-berry-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Reserve+at+Berry+Creek,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Reserve+at+Berry+Creek,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Reserve at Westcreek, Pflugerville, TX",Reserve at Westcreek,reserve-at-westcreek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Reserve+at+Westcreek,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Reserve+at+Westcreek,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rhodes, Round Rock, TX",Rhodes,rhodes,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rhodes,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Rhodes,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Riata Crossing, Austin, TX",Riata Crossing,riata-crossing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Riata+Crossing,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Riata+Crossing,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ribelin Ranch, Austin, TX",Ribelin Ranch,ribelin-ranch,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ribelin+Ranch,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Ribelin+Ranch,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Richland Estates, Austin, TX",Richland Estates,richland-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Richland+Estates,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Richland+Estates,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridge at Paloma Lake, Round Rock, TX",Ridge at Paloma Lake,ridge-at-paloma-lake,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridge+at+Paloma+Lake,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Ridge+at+Paloma+Lake,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridge at Steeds Crossing, Pflugerville, TX",Ridge at Steeds Crossing,ridge-at-steeds-crossing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridge+at+Steeds+Crossing,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Ridge+at+Steeds+Crossing,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgeline Ranchettes, Leander, TX",Ridgeline Ranchettes,ridgeline-ranchettes,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgeline+Ranchettes,+Leander,+TX &aq=&ie=UTF8&hq=&hnear=Ridgeline+Ranchettes,+Leander,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgemar Landing, Leander, TX",Ridgemar Landing,ridgemar-landing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgemar+Landing,+Leander,+TX &aq=&ie=UTF8&hq=&hnear=Ridgemar+Landing,+Leander,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgetop, Austin, TX",Ridgetop,ridgetop,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgetop,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Ridgetop,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgetop Acres, Leander, TX",Ridgetop Acres,ridgetop-acres,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgetop+Acres,+Leander,+TX &aq=&ie=UTF8&hq=&hnear=Ridgetop+Acres,+Leander,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgewood North, Leander, TX",Ridgewood North,ridgewood-north,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgewood+North,+Leander,+TX &aq=&ie=UTF8&hq=&hnear=Ridgewood+North,+Leander,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgewood South, Leander, TX",Ridgewood South,ridgewood-south,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgewood+South,+Leander,+TX &aq=&ie=UTF8&hq=&hnear=Ridgewood+South,+Leander,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ridgewood Village, Austin, TX",Ridgewood Village,ridgewood-village,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ridgewood+Village,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Ridgewood+Village,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Bend, Lake Travis, TX",River Bend,river-bend,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Bend,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=River+Bend,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Chase, Georgetown, TX",River Chase,river-chase,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Chase,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=River+Chase,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Dance at Steiner Ranch, Lake Travis, TX",River Dance at Steiner Ranch,river-dance-at-steiner-ranch,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Dance+at+Steiner+Ranch,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=River+Dance+at+Steiner+Ranch,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Hills, Georgetown, TX",River Hills,river-hills,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Hills,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=River+Hills,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Oak Lake Estates, Austin, TX",River Oak Lake Estates,river-oak-lake-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Oak+Lake+Estates,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=River+Oak+Lake+Estates,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Place, Austin, TX",River Place,river-place,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Place,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=River+Place,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Place Centre, Austin, TX",River Place Centre,river-place-centre,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Place+Centre,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=River+Place+Centre,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Pointe, Austin, TX",River Pointe,river-pointe,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Pointe,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=River+Pointe,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Ranch, Austin, TX",River Ranch,river-ranch,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Ranch,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=River+Ranch,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"River Ridge, Lake Travis, TX",River Ridge,river-ridge,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=River+Ridge,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=River+Ridge,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Riverfront Estates, Lake Travis, TX",Riverfront Estates,riverfront-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Riverfront+Estates,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=Riverfront+Estates,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Riverside, Austin, TX",Riverside,riverside,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Riverside,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Riverside,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Riverwalk, Hutto, TX",Riverwalk,riverwalk,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Riverwalk,+Hutto,+TX &aq=&ie=UTF8&hq=&hnear=Riverwalk,+Hutto,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rivery, Georgetown, TX",Rivery,rivery,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rivery,+Georgetown,+TX &aq=&ie=UTF8&hq=&hnear=Rivery,+Georgetown,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Riviera Springs, Cedar Park, TX",Riviera Springs,riviera-springs,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Riviera+Springs,+Cedar+Park,+TX &aq=&ie=UTF8&hq=&hnear=Riviera+Springs,+Cedar+Park,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rob Roy, West Lake Hills, TX",Rob Roy,rob-roy,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rob+Roy,+West+Lake+Hills,+TX &aq=&ie=UTF8&hq=&hnear=Rob+Roy,+West+Lake+Hills,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rob Roy on the Creek, West Lake Hills, TX",Rob Roy on the Creek,rob-roy-on-the-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rob+Roy+on+the+Creek,+West+Lake+Hills,+TX &aq=&ie=UTF8&hq=&hnear=Rob+Roy+on+the+Creek,+West+Lake+Hills,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rob Roy on the Lake, West Lake Hills, TX",Rob Roy on the Lake,rob-roy-on-the-lake,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rob+Roy+on+the+Lake,+West+Lake+Hills,+TX &aq=&ie=UTF8&hq=&hnear=Rob+Roy+on+the+Lake,+West+Lake+Hills,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rob Roy West, West Lake Hills, TX",Rob Roy West,rob-roy-west,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rob+Roy+West,+West+Lake+Hills,+TX &aq=&ie=UTF8&hq=&hnear=Rob+Roy+West,+West+Lake+Hills,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rockcliff Estates, West Lake Hills, TX",Rockcliff Estates,rockcliff-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rockcliff+Estates,+West+Lake+Hills,+TX &aq=&ie=UTF8&hq=&hnear=Rockcliff+Estates,+West+Lake+Hills,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rocky Ridge, Lake Travis, TX",Rocky Ridge,rocky-ridge,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rocky+Ridge,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=Rocky+Ridge,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rolling Hills, Pflugerville, TX",Rolling Hills,rolling-hills,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rolling+Hills,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Rolling+Hills,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rolling Hills West, West Lake Hills, TX",Rolling Hills West,rolling-hills-west,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rolling+Hills+West,+West+Lake+Hills,+TX &aq=&ie=UTF8&hq=&hnear=Rolling+Hills+West,+West+Lake+Hills,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rolling Meadows, Pflugerville, TX",Rolling Meadows,rolling-meadows,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rolling+Meadows,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Rolling+Meadows,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rolling Ridge, Round Rock, TX",Rolling Ridge,rolling-ridge,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rolling+Ridge,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Rolling+Ridge,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ronald Heights, Austin, TX",Ronald Heights,ronald-heights,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ronald+Heights,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Ronald+Heights,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rosedale, Austin, TX",Rosedale,rosedale,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rosedale,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Rosedale,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rosewood, Austin, TX",Rosewood,rosewood,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rosewood,+Austin,+TX &aq=&ie=UTF8&hq=&hnear=Rosewood,+Austin,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Rough Hollow, Lake Travis, TX",Rough Hollow,rough-hollow,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Rough+Hollow,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=Rough+Hollow,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Mountain, Lake Travis, TX",Round Mountain,round-mountain,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Round+Mountain,+Lake+Travis,+TX &aq=&ie=UTF8&hq=&hnear=Round+Mountain,+Lake+Travis,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Mountain Oaks, Leander, TX",Round Mountain Oaks,round-mountain-oaks,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Round+Mountain+Oaks,+Leander,+TX &aq=&ie=UTF8&hq=&hnear=Round+Mountain+Oaks,+Leander,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Rock East, Round Rock, TX",Round Rock East,round-rock-east,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Round+Rock+East,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Round+Rock+East,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Rock Glen, Round Rock, TX",Round Rock Glen,round-rock-glen,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Round+Rock+Glen,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Round+Rock+Glen,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Rock, TX",Round Rock,round-rock,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Rock Ranch, Round Rock, TX",Round Rock Ranch,round-rock-ranch,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Round+Rock+Ranch,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Round+Rock+Ranch,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Round Rock West, Round Rock, TX",Round Rock West,round-rock-west,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Round+Rock+West,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Round+Rock+West,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Royal Pointe, Pflugerville, TX",Royal Pointe,royal-pointe,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Royal+Pointe,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Royal+Pointe,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Ryans Crossing, Round Rock, TX",Ryans Crossing,ryans-crossing,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Ryans+Crossing,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Ryans+Crossing,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Saddle Creek, Round Rock, TX",Saddle Creek,saddle-creek,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Saddle+Creek,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Saddle+Creek,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Saddlebrook Estates, Round Rock, TX",Saddlebrook Estates,saddlebrook-estates,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Saddlebrook+Estates,+Round+Rock,+TX &aq=&ie=UTF8&hq=&hnear=Saddlebrook+Estates,+Round+Rock,+TX&spn=0.020085,0.045447&z=14&output=embed"
"Sahd, Pflugerville, TX",Sahd,sahd,"//maps.google.com/maps?f=q&source=s_q&hl=en&geocode=&q=Sahd,+Pflugerville,+TX &aq=&ie=UTF8&hq=&hnear=Sahd,+Pflugerville,+TX&spn=0.020085,0.045447&z=14&output=embed"
